,sample,name,wavelength,cost,redchi,bic,aic,gamma,gamma_std,n1,n1_std,m1,m1_std,n2,n2_std,m2,m2_std
0,PF_clear,PF_clear,550,0.1139779398557288,0.022905049474010182,-112.56059331072784,-120.04313111806024,0.9566819310669731,0.06323538521852254,1.1033845236210926,0.10229885755611658,3.676828234841186,0.44877631902790754,0.9606537319387549,1179141.3144999505,4.999999997569972,0.4037380289063976
0,PF_coast,PF_coast,550,0.16022587481544323,0.043800702489194085,-91.16694184963488,-98.64947965696729,0.9928547580692652,0.04460408887651668,1.0756332831202926,0.09822693974538266,3.5309765998711136,0.5406442583775813,1.0427465327986918,1834889.8618014886,4.999999892829452,1.1011962539140665
0,PF_turbid,PF_turbid,550,0.07025259438253485,0.009009033236742986,-143.35387078251654,-150.83640858984893,0.9999987400900682,34.745196082690605,1.1296410194732078,0.659043756252218,3.516530873089541,2.4711627197004336,0.9029214708822098,441069.94791881426,3.659140678297453,1990338.1319899447
0,PF_avg-part,PF_avg-part,550,0.07846180530849446,0.011559407778438854,-135.12789924581912,-142.61043705315151,0.2182359456189275,789277.7775364311,1.1234359960400768,660.4649423974909,3.5119563528435647,2992.880776451938,0.8762014218098467,189.89653232242688,3.510305587717782,831.3123241075829
