,sample,name,wavelength,cost,redchi,bic,aic,g1,g1_std,alpha1,alpha1_std
0,PF_clear,PF_clear,550,0.3200471897113976,0.15170884511878752,-57.30129555080963,-60.29431067374259,0.989836821412844,0.010186677913460045,0.06888405104394166,0.054666727335195835
0,PF_coast,PF_coast,550,0.2949285252998621,0.14600731611636195,-58.56540874617809,-61.55842386911105,0.9766912954808845,0.0098435575714691,0.326021541648025,0.05521580107709845
0,PF_turbid,PF_turbid,550,0.1092165966365528,0.019461891670151103,-125.06695761856712,-128.05997274150008,0.9567409951340308,0.00550118327865893,0.33986083655168337,0.021764135050803324
0,PF_avg-part,PF_avg-part,550,0.12279106928246813,0.024312548702808842,-117.72332425281985,-120.71633937575281,0.9548336676939937,0.006121682529951132,0.3628607753167197,0.024484480604621238
